0|iata_code|1|city_rus
HRR|HRR|Херрера|Херрера
HRS|HRS|Харрисмит|Харрисмит
HRT|HRT|Херрогейт|Херрогейт
HRY|HRY||
HRZ|HRZ||
HSB|HSB||
HSC|HSC|Шаогуань|Шаогуань
HSG|HSG||
HSH|HSH|Лас Вегас|Лас Вегас
HSI|HSI||
HSK|HSK|Хуэска|Хуэска
HSL|HSL||
HSM|HSM||
HSN|HSN|Чжушань|Чжушань
HSP|HSP||
HSS|HSS|Хиссар|Хиссар
HST|HST||
HSV|HSV||
HSZ|HSZ||
HTA|HTA|Чита|Чита
HTB|HTB||
HTF|HTF||
HTG|HTG|Хатанга|Хатанга
HTH|HTH||
HTI|HTI|Хамилтон Айленд|Хамилтон Айленд
HTL|HTL||
HTM|HTM||
HTN|HTN|Хотан|Хотан
HTO|HTO||
HTR|HTR|Хатерума|Хатерума
HTS|HTS||
HTU|HTU||
HTW|HTW||
HTZ|HTZ|Хато-Коросал|Хато-Коросал
HUA|HUA||
HUB|HUB|Хамберт-Ривер|Хамберт-Ривер
HUC|HUC||
HUD|HUD||
HUE|HUE|Хумера|Хумера
HUF|HUF||
HUG|HUG|Хухутенанго|Хухутенанго
HUH|HUH||
HUI|HUI|Гуе|Гуе
HUJ|HUJ||
HUK|HUK||
HUL|HUL||
HUM|HUM||
HUN|HUN|Хуалянь|Хуалянь
HUQ|HUQ|Хоун|Хоун
HUS|HUS||
HUT|HUT||
HUU|HUU|Уануко|Уануко
HUV|HUV|Худиксвалл|Худиксвалл
HUX|HUX|Хуатулко|Хуатулко
HUY|HUY|Хамберсайд|Хамберсайд
HUZ|HUZ|Хуэйчжоу|Хуэйчжоу
HVA|HVA|Аналалава|Аналалава
HVB|HVB|Херви Бей|Херви Бей
HVD|HVD||
HVE|HVE||
HVG|HVG|Хоннигсвог|Хоннигсвог
HVK|HVK|Холмавик|Холмавик
HVM|HVM|Хваммстанги|Хваммстанги
HVN|HVN||
HVR|HVR||
HVS|HVS||
HWA|HWA|Хавабанго|Хавабанго
HWD|HWD||
HWI|HWI||
HWK|HWK||
HWN|HWN||
HWO|HWO|Холливуд|Холливуд
HXX|HXX||
HYA|HYA|Хианнис|Хианнис
HYC|HYC|Хай-Вайкомб|Хай-Вайкомб
HYD|HYD|Хидерабад|Хидерабад
HYF|HYF|Хейфильдз|Хейфильдз
HYG|HYG||
HYL|HYL||
HYN|HYN|Хуанань|Хуанань
HYR|HYR||
HYS|HYS||
HYV|HYV|Хивинкаа|Хивинкаа
HZB|HZB|Хазебрук|Хазебрук
HZG|HZG|Ханьчжун|Ханьчжун
HZH|HZH||
HZK|HZK|Хусавик|Хусавик
HZL|HZL||
HZV|HZV|Хезивью|Хезивью
IAA|IAA|Игарка|Игарка
IAB|IAB|Вичита|Вичита
IAD|IAD||
IAG|IAG|Ниагара Фоллз|Ниагара Фоллз
IAH|IAH|Хьюстон|Хьюстон
IAM|IAM||
IAN|IAN||
IAQ|IAQ|Бахреган|Бахреган
IAR|IAR|Ярославль|Ярославль
IAS|IAS|Иаси|Иаси
IAU|IAU||
IBA|IBA|Ибадан|Ибадан
IBE|IBE|Ибаги|Ибаги
IBI|IBI|Ибоки|Ибоки
IBL|IBL||
IBO|IBO|Ибо|Ибо
IBP|IBP|Иберия|Иберия
IBZ|IBZ|Ибица|Ибица
ICA|ICA|Икабару|Икабару
ICI|ICI|Кикия|Кикия
ICK|ICK||
ICL|ICL||
ICN|ICN|Сеул|Сеул
ICO|ICO||
ICR|ICR|Никаро|Никаро
ICT|ICT|Вичита|Вичита
ICY|ICY||
IDA|IDA|Айдахо Фоллз|Айдахо Фоллз
IDB|IDB|Идре|Идре
IDC|IDC||
IDF|IDF|Идиофа|Идиофа
IDG|IDG||
IDI|IDI||
IDK|IDK||
IDN|IDN|Индаген|Индаген
IDO|IDO||
IDP|IDP|Индепенденс|Индепенденс
IDR|IDR|Индор|Индор
IEG|IEG|Зелена-Гора|Зелена-Гора
IEJ|IEJ|Иежима|Иежима
IES|IES||
IEV|IEV|Киев|Киев
IFA|IFA||
IFF|IFF||
IFH|IFH||
IFJ|IFJ|Исафьордур|Исафьордур
IFL|IFL||
IFN|IFN|Исфахан|Исфахан
IFO|IFO|Ивано-Франковск|Ивано-Франковск
IFP|IFP||
IGA|IGA||
IGB|IGB|Инженеро-Джако|Инженеро-Джако
IGE|IGE|Игуэла|Игуэла
IGG|IGG||
IGH|IGH||
IGL|IGL|Измир|Измир
IGM|IGM||
IGN|IGN|Илиган|Илиган
IGO|IGO|Чигородо|Чигородо
IGR|IGR||
IGS|IGS||
IGU|IGU||
IHA|IHA||
IHC|IHC||
IHN|IHN|Кишн|Кишн
IHO|IHO|Ихоси|Ихоси
IHR|IHR||
IHU|IHU|Иху|Иху
IIA|IIA||
IIL|IIL||
IIN|IIN|Нисиноомоте|Нисиноомоте
IIS|IIS|Ниссан-Айленд|Ниссан-Айленд
IJK|IJK|Ижевск|Ижевск
IJU|IJU||
IJX|IJX||
IKB|IKB||
IKI|IKI|Ики|Ики
IKK|IKK||
IKL|IKL|Икела|Икела
IKO|IKO||
IKP|IKP||
IKS|IKS|Тикси|Тикси
IKT|IKT|Иркутск|Иркутск
ILA|ILA|Иллага|Иллага
ILB|ILB||
ILE|ILE||
ILF|ILF||
ILG|ILG||
ILH|ILH||
ILI|ILI||
ILK|ILK|Илака|Илака
ILL|ILL||
ILM|ILM||
ILN|ILN||
ILO|ILO|Йоило|Йоило
ILP|ILP||
ILQ|ILQ||
ILR|ILR|Илорин|Илорин
ILU|ILU|Килагуни|Килагуни
ILX|ILX||
ILY|ILY||
ILZ|ILZ|Жилина|Жилина
IMA|IMA|Иамалеле|Иамалеле
IMB|IMB|Имбаимадай|Имбаимадай
IMD|IMD|Имонда|Имонда
IMF|IMF|Имфал|Имфал
IMG|IMG|Иньяминга|Иньяминга
IMI|IMI||
IMK|IMK|Симикот|Симикот
IML|IML||
IMM|IMM||
IMN|IMN||
IMO|IMO||
IMP|IMP||
IMT|IMT||
IMZ|IMZ|Нимроз|Нимроз
INA|INA|Инта|Инта
INB|INB|Индепенденс|Индепенденс
INC|INC|Фучуан|Фучуан
IND|IND||
INE|INE|Шинде|Шинде
INF|INF|Ин-Геззам|Ин-Геззам
ING|ING||
INH|INH|Иньямбане|Иньямбане
INI|INI|Ниш|Ниш
INJ|INJ||
INK|INK||
INL|INL||
INM|INM||
INN|INN|Инсбрук|Инсбрук
INO|INO|Инонго|Инонго
INQ|INQ|Инишир|Инишир
INR|INR|Со Сен Мари|Со Сен Мари
INS|INS||
INT|INT||
INU|INU||
INV|INV||
INW|INW||
INX|INX|Инанватан|Инанватан
INY|INY||
INZ|INZ|Ин-Салах|Ин-Салах
IOA|IOA|Иоаннина|Иоаннина
IOK|IOK|Иокеа|Иокеа
IOM|IOM||
ION|ION|Импфондо|Импфондо
IOP|IOP|Иома|Иома
IOR|IOR|Инишмор|Инишмор
IOS|IOS|Илеус|Илеус
IOU|IOU||
IOW|IOW||
IPA|IPA|Ипота|Ипота
IPC|IPC||
IPE|IPE|Ипил|Ипил
IPG|IPG|Ипиранга|Ипиранга
IPH|IPH|Ипох|Ипох
IPI|IPI|Ипиалес|Ипиалес
IPL|IPL||
IPN|IPN|Ипатинга|Ипатинга
IPT|IPT||
IPU|IPU||
IPW|IPW|Ипсвич|Ипсвич
IQM|IQM|Куэмо|Куэмо
IQN|IQN|Куаньян|Куаньян
IQQ|IQQ|Икуике|Икуике
IQT|IQT|Икуитос|Икуитос
IRA|IRA|Киракира|Киракира
IRB|IRB||
IRC|IRC||
IRD|IRD||
IRE|IRE||
IRG|IRG||
IRI|IRI|Иринга|Иринга
IRJ|IRJ|Ла-Риоха|Ла-Риоха
IRK|IRK||
IRN|IRN|Ириона|Ириона
IRO|IRO||
IRP|IRP||
IRS|IRS||
ISA|ISA||
ISB|ISB||
ISC|ISC||
ISD|ISD|Искуанде|Искуанде
ISE|ISE|Испарта|Испарта
ISG|ISG|Исигаки|Исигаки
ISH|ISH|о.Искья|о.Искья
ISI|ISI||
ISJ|ISJ|Айла Мухерес|Айла Мухерес
ISK|ISK|Насик|Насик
ISL|ISL||
ISM|ISM|Киссимми|Киссимми
ISN|ISN||
ISO|ISO||
ISP|ISP||
ISQ|ISQ||
ISS|ISS||
IST|IST|Стамбул|Стамбул
ISW|ISW||
ITA|ITA||
ITB|ITB||
ITE|ITE||
ITH|ITH||
ITI|ITI||
ITK|ITK|Итокама|Итокама
ITM|ITM|Осака|Осака
ITN|ITN||
ITO|ITO||
ITP|ITP||
ITQ|ITQ||
ITR|ITR||
IUE|IUE|Ниуе-Айленд|Ниуе-Айленд
IUL|IUL||
IUM|IUM||
IUS|IUS|Инус|Инус
IVA|IVA|Амбандза|Амбандза
IVC|IVC|Инверкаргилл|Инверкаргилл
IVG|IVG||
IVH|IVH||
IVL|IVL|Ивало|Ивало
IVO|IVO|Чиволо|Чиволо
IVR|IVR||
IVW|IVW||
IWA|IWA|Иваново|Иваново
IWD|IWD||
IWJ|IWJ|Ивами|Ивами
IWO|IWO||
IWS|IWS|Хьюстон|Хьюстон
IXA|IXA|Агартала|Агартала
IXB|IXB|Багдогра|Багдогра
IXC|IXC|Чандигарх|Чандигарх
IXD|IXD|Аллахабад|Аллахабад
IXE|IXE|Мангалор|Мангалор
IXG|IXG|Белгаум|Белгаум
IXH|IXH|Кайлашахар|Кайлашахар
IXI|IXI|Лилабари|Лилабари
IXJ|IXJ|Джамму|Джамму
IXK|IXK|Кешод|Кешод
IXL|IXL|Лех|Лех
IXM|IXM|Мадурай|Мадурай
IXN|IXN|Ховаи|Ховаи
IXP|IXP|Патханкот|Патханкот
IXQ|IXQ|Камалпур|Камалпур
IXR|IXR|Ранчи|Ранчи
IXS|IXS|Силчар|Силчар
IXT|IXT|Пасигхат|Пасигхат
IXU|IXU|Аурангабад|Аурангабад
IXV|IXV|Алонг|Алонг
IXW|IXW|Джамшедпур|Джамшедпур
IXY|IXY|Кандия|Кандия
IXZ|IXZ|Порт-Блер|Порт-Блер
IYK|IYK||
IZO|IZO|Идзумо|Идзумо
IZT|IZT|Ихтепек|Ихтепек
JAA|JAA|Джелалабад|Джелалабад
JAB|JAB|Джабиру|Джабиру
JAC|JAC|Джексон|Джексон
JAD|JAD|Перт|Перт
JAE|JAE|Атланта|Атланта
JAF|JAF|Джафна|Джафна
JAG|JAG|Джакобабад|Джакобабад
JAH|JAH||
JAI|JAI|Джайпур|Джайпур
JAJ|JAJ|Атланта|Атланта
JAK|JAK||
JAL|JAL|Халапа|Халапа
JAM|JAM|Джамбол|Джамбол
JAN|JAN|Джексон|Джексон
JAO|JAO|Атланта|Атланта
JAP|JAP|Пунта Ренес|Пунта Ренес
JAQ|JAQ|Жакино-Бей|Жакино-Бей
JAR|JAR||
JAS|JAS|Джаспер|Джаспер
JAT|JAT||
JAU|JAU|Хауха|Хауха
JAV|JAV||
JAX|JAX||
JBC|JBC|Бостон|Бостон
JBK|JBK||
JBP|JBP|Лос Анджелес|Лос Анджелес
JBR|JBR||
JBS|JBS||
JBT|JBT||
JCA|JCA|Канны|Канны
JCB|JCB||
JCC|JCC|Сан-Кристобаль|Сан-Кристобаль
JCD|JCD||
JCE|JCE||
JCH|JCH||
JCI|JCI||
JCJ|JCJ||
JCK|JCK||
JCM|JCM||
JCN|JCN|Инчеон|Инчеон
JCO|JCO||
JCR|JCR||
JCT|JCT||
JCU|JCU|Сеута|Сеута
JCX|JCX|Лос Анджелес|Лос Анджелес
JCY|JCY||
JDA|JDA||
JDB|JDB|Даллас|Даллас
JDF|JDF||
JDH|JDH|Джодхпур|Джодхпур
JDM|JDM|Майами|Майами
JDN|JDN|Иордания|Иордания
JDO|JDO||
JDP|JDP|Париж|Париж
JDT|JDT|Миннеаполис|Миннеаполис
JDX|JDX|Хьюстон|Хьюстон
JDY|JDY||
JDZ|JDZ|Цзиньдэчжэнь|Цзиньдэчжэнь
JED|JED|Джедда|Джедда
JEE|JEE|Жереми|Жереми
JEF|JEF||
JEG|JEG||
JEJ|JEJ|Джех|Джех
JEM|JEM||
JEQ|JEQ||
JER|JER|Джерси|Джерси
JEV|JEV||
JFK|JFK|Нью-Йорк|Нью-Йорк
JFM|JFM|Фримантл|Фримантл
JFN|JFN||
JFR|JFR||
JGA|JGA|Джамнагар|Джамнагар
JGB|JGB|Джагдалпур|Джагдалпур
JGC|JGC||
JGE|JGE||
JGL|JGL|Атланта|Атланта
JGN|JGN|Цзяюйгуань|Цзяюйгуань
JGO|JGO||
JGP|JGP|Хьюстон|Хьюстон
JGQ|JGQ|Хьюстон|Хьюстон
JGR|JGR||
JGS|JGS||
JGX|JGX||
JHB|JHB|Джохор-Бару|Джохор-Бару
JHC|JHC||
JHE|JHE||
JHG|JHG|Цзиньхонг|Цзиньхонг
JHM|JHM||
JHQ|JHQ||
JHS|JHS||
JHW|JHW|Джеймстаун|Джеймстаун
JHY|JHY|Кембрдидж|Кембрдидж
JIA|JIA||
JIB|JIB|Джибути|Джибути
JID|JID|Лос Анджелес|Лос Анджелес
JIJ|JIJ|Джиджига|Джиджига
JIK|JIK||
JIL|JIL|Цзилинь|Цзилинь
JIM|JIM|Джимма|Джимма
JIN|JIN|Джинджа|Джинджа
JIO|JIO||
JIP|JIP|Хипихапа|Хипихапа
JIR|JIR|Джири|Джири
JIU|JIU|Цзюцзянь|Цзюцзянь
JIW|JIW|Дживани|Дживани
JJI|JJI|Хуанхуй|Хуанхуй
JJN|JJN|Цзиньян|Цзиньян
JJU|JJU||
JKG|JKG|Йонкопинг|Йонкопинг
JKH|JKH|Хиос|Хиос
JKR|JKR|Джанакпур|Джанакпур
JKT|JKT|Джакарта|Джакарта
JKV|JKV||
JLA|JLA||
JLB|JLB||
JLD|JLD||
JLH|JLH||
JLN|JLN||
JLO|JLO|Езоло|Езоло
JLP|JLP||
JLR|JLR|Джабалпур|Джабалпур
JLS|JLS||
JLX|JLX|Лос Анджелес|Лос Анджелес
JMA|JMA|Хьюстон|Хьюстон
JMB|JMB|Джамба|Джамба
JMC|JMC||
JMD|JMD|Даллас|Даллас
JMH|JMH||
JMK|JMK|Миконос|Миконос
JMM|JMM|Малмо|Малмо
JMN|JMN||
JMO|JMO|Джомсом|Джомсом
JMS|JMS|Джеймстаун|Джеймстаун
JMU|JMU|Джаймуси (Китай)|Джаймуси (Китай)
JMY|JMY||
JNA|JNA||
JNG|JNG|Цзинин|Цзинин
JNH|JNH|Даллас|Даллас
JNI|JNI|Хунин|Хунин
JNN|JNN|Нанорталик|Нанорталик
JNP|JNP|Ньюпорт Бич|Ньюпорт Бич
JNS|JNS||
JNU|JNU||
JNX|JNX|Наксо|Наксо
JNZ|JNZ|Цзиньчжоу|Цзиньчжоу
JOC|JOC|Санта-Ана|Санта-Ана
JOE|JOE|Йонсуу|Йонсуу
JOG|JOG|Джогиякарта|Джогиякарта
JOH|JOH||
JOI|JOI||
JOK|JOK|Йошкар-Ола|Йошкар-Ола
JOL|JOL|Жоло|Жоло
JOM|JOM|Ньомбе|Ньомбе
JON|JON||
JOP|JOP|Жозефсталль|Жозефсталль
JOR|JOR|Орандж|Орандж
JOS|JOS|Йос|Йос
JOT|JOT||
JPA|JPA|Жоао Пессоа|Жоао Пессоа
JPD|JPD||
JPN|JPN||
JPR|JPR||
JPT|JPT|Хьюстон|Хьюстон
JPU|JPU|Париж|Париж
JQA|JQA||
JQE|JQE|Жак|Жак
JRA|JRA|Нью-Йорк|Нью-Йорк
JRB|JRB||
JRC|JRC|Рочестер|Рочестер
JRD|JRD||
JRE|JRE|Нью-Йорк|Нью-Йорк
JRH|JRH|Йорхат|Йорхат
JRK|JRK|Арсук|Арсук
JRN|JRN||
JRO|JRO|Килиманджаро|Килиманджаро
JRS|JRS|Иерусалим|Иерусалим
JSA|JSA|Джайсалмер|Джайсалмер
JSD|JSD||
JSG|JSG|Сан-Рафаэль|Сан-Рафаэль
JSH|JSH||
JSI|JSI|Скиатлос|Скиатлос
JSK|JSK||
JSL|JSL|Атлантик Сити|Атлантик Сити
JSM|JSM||
JSN|JSN|Лос Анджелес|Лос Анджелес
JSO|JSO|Содерталье|Содерталье
JSP|JSP||
JSR|JSR|Джессор|Джессор
JSS|JSS|Спецаи-Айленд|Спецаи-Айленд
JST|JST||
JSU|JSU||
JSY|JSY|Сирос-Айленд|Сирос-Айленд
JTI|JTI||
JTO|JTO|Таузэнд Оукс|Таузэнд Оукс
JTR|JTR||
JTY|JTY||
JUA|JUA|Жуара|Жуара
JUB|JUB|Джуба|Джуба
JUC|JUC|Лос Анджелес|Лос Анджелес
JUI|JUI|Юист|Юист
JUJ|JUJ|Хухуй|Хухуй
JUL|JUL|Хулиака|Хулиака
JUM|JUM|Джумла|Джумла
JUN|JUN||
JUO|JUO|Журадо|Журадо
JUP|JUP||
JUR|JUR||
JUT|JUT|Хутикальпа|Хутикальпа
JUV|JUV|Упернавик|Упернавик
JUZ|JUZ||
JVA|JVA|Анкавандра|Анкавандра
JVI|JVI||
JVL|JVL||
JWA|JWA|Жваненг|Жваненг
JWC|JWC|Лос Анджелес|Лос Анджелес
JWH|JWH|Хьюстон|Хьюстон
JWL|JWL|Хьюстон|Хьюстон
JWN|JWN||
JXN|JXN|Джексон|Джексон
JYR|JYR||
JYV|JYV|Ювяскюля|Ювяскюля
JZH|JZH||
KAA|KAA|Касама|Касама
KAB|KAB|Кариба|Кариба
KAC|KAC|Камешли|Камешли
KAD|KAD|Кадуна|Кадуна
KAE|KAE||
KAF|KAF|Карато|Карато
KAG|KAG|Гангнеунг|Гангнеунг
KAH|KAH|Мельбурн|Мельбурн
KAI|KAI|Каетер|Каетер
KAJ|KAJ|Каяне|Каяне
KAK|KAK||
KAL|KAL||
KAM|KAM||
KAN|KAN|Кано|Кано
KAO|KAO|Кусамо|Кусамо
KAP|KAP|Капанга|Капанга
KAQ|KAQ|Камулай|Камулай
KAR|KAR|Камаранг|Камаранг
KAS|KAS|Карасбург|Карасбург
KAT|KAT|Кайтайа|Кайтайа
KAU|KAU|Каухава|Каухава
KAV|KAV|Каванаен|Каванаен
KAW|KAW|Котонг|Котонг
KAX|KAX||
KAY|KAY|Вакая-Айленд|Вакая-Айленд
KAZ|KAZ|Кау|Кау
KBA|KBA|Кабала|Кабала
KBB|KBB|Киркимби|Киркимби
KBC|KBC||
KBD|KBD||
KBE|KBE||
KBF|KBF|Карубага|Карубага
KBG|KBG||
KBH|KBH|Калат|Калат
KBI|KBI|Криби|Криби
KBJ|KBJ|Кингз Каньон|Кингз Каньон
KBK|KBK||
KBL|KBL||
KBM|KBM|Кабвум|Кабвум
KBN|KBN|Кабинда|Кабинда
KBO|KBO|Кабало|Кабало
KBP|KBP|Борисполь|Борисполь
KBQ|KBQ|Касунгу|Касунгу
KBR|KBR|Кота-Бару|Кота-Бару
KBS|KBS||
KBT|KBT||
KBU|KBU|Котабару|Котабару
KBV|KBV|Краби|Краби
KBW|KBW||
KBX|KBX|Камбуая|Камбуая
KBY|KBY||
KBZ|KBZ|Каикоура|Каикоура
KCA|KCA|Куга|Куга
KCB|KCB|Касикасима|Касикасима
KCC|KCC||
KCD|KCD||
KCE|KCE||
KCF|KCF||
KCG|KCG||
KCH|KCH|Кучинг|Кучинг
KCI|KCI||
KCJ|KCJ||
KCK|KCK|Канзас Сити|Канзас Сити
KCL|KCL||
KCM|KCM||
KCN|KCN||
KCO|KCO|Косаели|Косаели
KCP|KCP|Каменец-Подольский|Каменец-Подольский
KCQ|KCQ||
KCR|KCR||
KCS|KCS|Кингз Крик Стэйшн|Кингз Крик Стэйшн
KCT|KCT|Коггала|Коггала
KCU|KCU|Масинди|Масинди
KCZ|KCZ|Кочи|Кочи
KDA|KDA|Колда|Колда
KDB|KDB||
KDC|KDC|Канди|Канди
KDD|KDD|Хуздар|Хуздар
KDE|KDE|Короба|Короба
KDF|KDF||
KDG|KDG|Карджали|Карджали
KDH|KDH|Кандагар|Кандагар
KDI|KDI||
KDK|KDK||
KDL|KDL|Кярдла|Кярдла
KDM|KDM||
KDN|KDN||
KDO|KDO||
KDP|KDP|Кандеп|Кандеп
KDQ|KDQ||
KDR|KDR|Кандриан|Кандриан
KDS|KDS||
KDT|KDT||
KDU|KDU|Скарду|Скарду
KDV|KDV|Кандаву|Кандаву
KDW|KDW|Канди|Канди
KDY|KDY||
KDZ|KDZ||
KEA|KEA|Кейса|Кейса
KEB|KEB||
KEC|KEC|Касенга|Касенга
KED|KED|Кеди|Кеди
KEE|KEE|Келле|Келле
KEF|KEF|Рейкьявик|Рейкьявик
KEG|KEG|Кегльсугль|Кегльсугль
KEH|KEH||
KEI|KEI|Кепи|Кепи
KEJ|KEJ|Кемерово|Кемерово
KEK|KEK||
KEL|KEL|Киел|Киел
KEM|KEM||
KEN|KEN|Кенема|Кенема
KEO|KEO||
KEP|KEP|Непалгандж|Непалгандж
KEQ|KEQ|Кебар|Кебар
KER|KER|Керман|Керман
KES|KES||
KET|KET||
KEU|KEU||
KEV|KEV||
KEW|KEW||
KEX|KEX|Канабеа|Канабеа
KEY|KEY|Керичо|Керичо
KEZ|KEZ||
KFA|KFA|Киффа|Киффа
KFG|KFG|Калкурунг|Калкурунг
KFP|KFP||
KFS|KFS|Кастамону|Кастамону
KGA|KGA|Кананга|Кананга
KGB|KGB|Конге|Конге
KGC|KGC||
KGD|KGD|Калининград|Калининград
KGE|KGE||
KGF|KGF|Караганда|Караганда
KGG|KGG|Кедугу|Кедугу
KGH|KGH|Йонгай|Йонгай
KGI|KGI|Калгурли|Калгурли
KGJ|KGJ|Каронга|Каронга
KGK|KGK||
KGL|KGL||
KGM|KGM||
KGN|KGN|Казонго-Лунда|Казонго-Лунда
KGO|KGO|Кировоград|Кировоград
KGP|KGP|Когалым|Когалым
KGR|KGR||
KGS|KGS|Кос|Кос
KGU|KGU|Кенингау|Кенингау
KGW|KGW|Каги|Каги
KGX|KGX||
KGY|KGY|Кингарой|Кингарой
KGZ|KGZ||
KHA|KHA|Ханех|Ханех
KHC|KHC|Керчь|Керчь
KHD|KHD||
KHE|KHE|Херсон|Херсон
KHG|KHG|Каши|Каши
KHH|KHH||
KHI|KHI||
KHJ|KHJ|Каухайоки|Каухайоки
KHK|KHK||
KHL|KHL|Кхулна|Кхулна
KHM|KHM|Хамти|Хамти
KHN|KHN|Наньчан|Наньчан
KHO|KHO||
KHR|KHR||
KHS|KHS|Хасаб|Хасаб
KHT|KHT|Хост|Хост
KHU|KHU|Кременчуг|Кременчуг
KHV|KHV|Хабаровск|Хабаровск
KHW|KHW||
KHY|KHY||
KHZ|KHZ||
KIA|KIA|Кайапит|Кайапит
KIB|KIB||
KIC|KIC||
KID|KID|Кристианстад|Кристианстад
KIE|KIE|Киета|Киета
KIF|KIF||
KIG|KIG||
KIH|KIH|Киш-Айленд|Киш-Айленд
KII|KII||
KIJ|KIJ|Ниигата|Ниигата
KIK|KIK|Киркук|Киркук
KIL|KIL|Килва|Килва
KIM|KIM|Кимберли|Кимберли
KIN|KIN|Кингстоун|Кингстоун
KIO|KIO||
KIP|KIP||
KIQ|KIQ|Кира|Кира
KIR|KIR||
KIS|KIS|Кисуму|Кисуму
KIT|KIT|Китира|Китира
KIU|KIU|Киунга|Киунга
KIV|KIV|Кишинев|Кишинев
KIW|KIW|Китве|Китве
KIX|KIX|Осака|Осака
KIY|KIY|Килва|Килва
KIZ|KIZ|Кикинонда|Кикинонда
KJA|KJA|Красноярск|Красноярск
KJK|KJK||
KJP|KJP|Керама|Керама
KJU|KJU|Камираба|Камираба
KKA|KKA||
KKB|KKB||
KKC|KKC|Кхон Каен|Кхон Каен
KKD|KKD|Кокода|Кокода
KKE|KKE||
KKF|KKF||
KKG|KKG|Конаварук|Конаварук
KKH|KKH||
KKI|KKI||
KKJ|KKJ|Кита-Кюсю|Кита-Кюсю
KKK|KKK||
KKL|KKL||
KKM|KKM|Лоп Бури|Лоп Бури
KKN|KKN|Киркенес|Киркенес
KKO|KKO|Кайкоэ|Кайкоэ
KKP|KKP||
KKR|KKR||
KKT|KKT||
KKU|KKU||
KKW|KKW|Киквит|Киквит
KKX|KKX|Кикаига-Сима|Кикаига-Сима
KKY|KKY|Килкенни|Килкенни
KKZ|KKZ||
KLB|KLB|Калабо|Калабо
KLC|KLC|Каолак|Каолак
KLD|KLD|Тверь|Тверь
KLE|KLE|Келе|Келе
KLF|KLF|Калуга|Калуга
KLG|KLG||
KLH|KLH|Колхапур|Колхапур
KLI|KLI||
KLK|KLK|Калокол|Калокол
KLL|KLL||
KLM|KLM||
KLN|KLN||
KLO|KLO|Калибо|Калибо
KLP|KLP||
KLQ|KLQ|Келуанг|Келуанг
KLR|KLR|Калмар|Калмар
KLS|KLS||
KLT|KLT|Кайзерслаутен|Кайзерслаутен
KLU|KLU|Клагенфурт|Клагенфурт
KLV|KLV|Карловы-Вары|Карловы-Вары
KLW|KLW||
KLX|KLX|Каламата|Каламата
KLY|KLY|Калима|Калима
KLZ|KLZ|Кляйнзи|Кляйнзи
KMA|KMA|Керема|Керема
KMB|KMB|Койнамбе|Койнамбе
KMC|KMC||
KMD|KMD|Манджи|Манджи
KME|KME|Камембе|Камембе
KMF|KMF|Камина|Камина
KMG|KMG|Кунминг|Кунминг
KMH|KMH|Куруман|Куруман
KMI|KMI|Миядзаки|Миядзаки
KMJ|KMJ|Кумамото|Кумамото
KMK|KMK|Макабана|Макабана
KML|KML||
KMM|KMM|Кимам|Кимам
